v4_2,CV,CI+/-,calendar-years,Time,uk-only,Geography,age-groups,AgeGroups,sex,Sex,sexual-orientation,SexualOrientation,unit-of-measure,UnitOfMeasure
107,b,16,2018,2018,K02000001,United Kingdom,50-64,50-64,male,Male,gay-or-lesbian,Gay or lesbian,number,Number
29,c,6,2018,2018,K02000001,United Kingdom,65+,65+,male,Male,gay-or-lesbian,Gay or lesbian,number,Number
6111,a,19,2018,2018,K02000001,United Kingdom,65+,65+,female,Female,heterosexual-or-straight,Heterosexual or straight,number,Number
49,c,10,2018,2018,K02000001,United Kingdom,25-34,25-34,female,Female,gay-or-lesbian,Gay or lesbian,number,Number
5242,a,18,2018,2018,K02000001,United Kingdom,65+,65+,male,Male,heterosexual-or-straight,Heterosexual or straight,number,Number
25,c,7,2018,2018,K02000001,United Kingdom,50-64,50-64,male,Male,bisexual,Bisexual,number,Number
22,d,11,2018,2018,K02000001,United Kingdom,16-24,16-24,male,Male,other,Other,number,Number
27,c,8,2018,2018,K02000001,United Kingdom,25-34,25-34,female,Female,other,Other,number,Number
25,c,7,2018,2018,K02000001,United Kingdom,35-49,35-49,male,Male,bisexual,Bisexual,number,Number
21,c,6,2018,2018,K02000001,United Kingdom,65+,65+,female,Female,gay-or-lesbian,Gay or lesbian,number,Number
131,c,26,2018,2018,K02000001,United Kingdom,16-24,16-24,female,Female,bisexual,Bisexual,number,Number
44,c,16,2018,2018,K02000001,United Kingdom,16-24,16-24,female,Female,other,Other,number,Number
113,c,28,2018,2018,K02000001,United Kingdom,16-24,16-24,female,Female,dont-know-or-refuse,Don't know or refuse,number,Number
138,b,15,2018,2018,K02000001,United Kingdom,50-64,50-64,female,Female,dont-know-or-refuse,Don't know or refuse,number,Number
111,b,17,2018,2018,K02000001,United Kingdom,25-34,25-34,female,Female,dont-know-or-refuse,Don't know or refuse,number,Number
4158,a,35,2018,2018,K02000001,United Kingdom,25-34,25-34,male,Male,heterosexual-or-straight,Heterosexual or straight,number,Number
79,c,26,2018,2018,K02000001,United Kingdom,16-24,16-24,male,Male,gay-or-lesbian,Gay or lesbian,number,Number
6148,a,47,2018,2018,K02000001,United Kingdom,50-64,50-64,female,Female,heterosexual-or-straight,Heterosexual or straight,number,Number
29,c,6,2018,2018,K02000001,United Kingdom,65+,65+,male,Male,other,Other,number,Number
68,b,12,2018,2018,K02000001,United Kingdom,25-34,25-34,female,Female,bisexual,Bisexual,number,Number
134,b,21,2018,2018,K02000001,United Kingdom,35-49,35-49,male,Male,gay-or-lesbian,Gay or lesbian,number,Number
35,c,9,2018,2018,K02000001,United Kingdom,35-49,35-49,male,Male,other,Other,number,Number
1.2,b,0.2,2018,2018,K02000001,United Kingdom,35-49,35-49,female,Female,gay-or-lesbian,Gay or lesbian,percentage,Percentage
3.8,c,0.8,2018,2018,K02000001,United Kingdom,16-24,16-24,female,Female,bisexual,Bisexual,percentage,Percentage
1.5,b,0.3,2018,2018,K02000001,United Kingdom,25-34,25-34,female,Female,bisexual,Bisexual,percentage,Percentage
0.3,c,0.1,2018,2018,K02000001,United Kingdom,65+,65+,female,Female,bisexual,Bisexual,percentage,Percentage
2.5,b,0.4,2018,2018,K02000001,United Kingdom,25-34,25-34,female,Female,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
3256,a,48,2018,2018,K02000001,United Kingdom,16-24,16-24,male,Male,heterosexual-or-straight,Heterosexual or straight,number,Number
5921,a,53,2018,2018,K02000001,United Kingdom,50-64,50-64,male,Male,heterosexual-or-straight,Heterosexual or straight,number,Number
30,c,9,2018,2018,K02000001,United Kingdom,25-34,25-34,male,Male,bisexual,Bisexual,number,Number
30,c,7,2018,2018,K02000001,United Kingdom,50-64,50-64,male,Male,other,Other,number,Number
3098,a,41,2018,2018,K02000001,United Kingdom,16-24,16-24,female,Female,heterosexual-or-straight,Heterosexual or straight,number,Number
80,b,13,2018,2018,K02000001,United Kingdom,35-49,35-49,female,Female,gay-or-lesbian,Gay or lesbian,number,Number
49,b,9,2018,2018,K02000001,United Kingdom,35-49,35-49,female,Female,bisexual,Bisexual,number,Number
31,c,7,2018,2018,K02000001,United Kingdom,50-64,50-64,female,Female,bisexual,Bisexual,number,Number
29,c,7,2018,2018,K02000001,United Kingdom,65+,65+,female,Female,other,Other,number,Number
164,a,16,2018,2018,K02000001,United Kingdom,65+,65+,female,Female,dont-know-or-refuse,Don't know or refuse,number,Number
19,c,5,2018,2018,K02000001,United Kingdom,65+,65+,female,Female,bisexual,Bisexual,number,Number
40,c,9,2018,2018,K02000001,United Kingdom,35-49,35-49,female,Female,other,Other,number,Number
156,b,19,2018,2018,K02000001,United Kingdom,35-49,35-49,male,Male,dont-know-or-refuse,Don't know or refuse,number,Number
34,c,13,2018,2018,K02000001,United Kingdom,16-24,16-24,female,Female,gay-or-lesbian,Gay or lesbian,number,Number
4.2,c,1,2018,2018,K02000001,United Kingdom,16-24,16-24,male,Male,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.7,c,0.2,2018,2018,K02000001,United Kingdom,25-34,25-34,male,Male,bisexual,Bisexual,percentage,Percentage
32,c,7,2018,2018,K02000001,United Kingdom,50-64,50-64,female,Female,other,Other,number,Number
65,c,22,2018,2018,K02000001,United Kingdom,16-24,16-24,male,Male,bisexual,Bisexual,number,Number
25,d,10,2018,2018,K02000001,United Kingdom,25-34,25-34,male,Male,other,Other,number,Number
150,c,35,2018,2018,K02000001,United Kingdom,16-24,16-24,male,Male,dont-know-or-refuse,Don't know or refuse,number,Number
126,b,21,2018,2018,K02000001,United Kingdom,25-34,25-34,male,Male,dont-know-or-refuse,Don't know or refuse,number,Number
6297,a,44,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,heterosexual-or-straight,Heterosexual or straight,number,Number
5819,a,20,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,heterosexual-or-straight,Heterosexual or straight,number,Number
130,b,13,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,dont-know-or-refuse,Don't know or refuse,number,Number
0.2,c,0.1,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,bisexual,Bisexual,percentage,Percentage
0.6,c,0.1,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.2,c,0.1,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.5,d,0.3,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,other,Other,percentage,Percentage
0.4,c,0.1,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,bisexual,Bisexual,percentage,Percentage
2.7,c,0.6,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
2.7,b,0.3,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
2.3,b,0.2,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.1,c,0.2,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2.9,c,0.6,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
96.3,a,0.3,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.4,c,0.1,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,other,Other,percentage,Percentage
95.6,a,0.3,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.5,b,0.4,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.8,b,0.3,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.2,c,0.1,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,bisexual,Bisexual,percentage,Percentage
0.6,c,0.1,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.2,c,0.1,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,bisexual,Bisexual,percentage,Percentage
0.8,b,0.1,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1,c,0.2,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,bisexual,Bisexual,percentage,Percentage
0.5,c,0.2,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,other,Other,percentage,Percentage
0.4,d,0.2,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,other,Other,percentage,Percentage
2.3,b,0.3,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
115,b,18,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,dont-know-or-refuse,Don't know or refuse,number,Number
134,b,14,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,dont-know-or-refuse,Don't know or refuse,number,Number
5841,a,43,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,heterosexual-or-straight,Heterosexual or straight,number,Number
17,d,8,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,other,Other,number,Number
1.4,b,0.2,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.2,c,0.4,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,bisexual,Bisexual,percentage,Percentage
1.1,c,0.3,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,gay-or-lesbian,Gay or lesbian,percentage,Percentage
95.6,a,0.3,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.3,c,0.1,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,other,Other,percentage,Percentage
0.4,c,0.1,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,other,Other,percentage,Percentage
2.6,b,0.4,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
4067,a,29,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,heterosexual-or-straight,Heterosexual or straight,number,Number
4954,a,17,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,heterosexual-or-straight,Heterosexual or straight,number,Number
107,b,19,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,gay-or-lesbian,Gay or lesbian,number,Number
34,c,11,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,bisexual,Bisexual,number,Number
15,c,6,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,bisexual,Bisexual,number,Number
30,c,7,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,bisexual,Bisexual,number,Number
103,c,23,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,dont-know-or-refuse,Don't know or refuse,number,Number
50,c,11,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,gay-or-lesbian,Gay or lesbian,number,Number
84,b,12,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,gay-or-lesbian,Gay or lesbian,number,Number
101,c,24,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,dont-know-or-refuse,Don't know or refuse,number,Number
19,c,5,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,other,Other,number,Number
3327,a,32,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,heterosexual-or-straight,Heterosexual or straight,number,Number
4184,a,22,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,heterosexual-or-straight,Heterosexual or straight,number,Number
9,c,3,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,gay-or-lesbian,Gay or lesbian,number,Number
94.7,a,0.4,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
93.2,a,0.9,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
95.2,a,0.5,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.5,c,0.5,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,bisexual,Bisexual,percentage,Percentage
0.6,c,0.1,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,bisexual,Bisexual,percentage,Percentage
2.2,b,0.2,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
3453,a,34,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,heterosexual-or-straight,Heterosexual or straight,number,Number
116,b,17,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,gay-or-lesbian,Gay or lesbian,number,Number
18,d,9,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,other,Other,number,Number
6029,a,51,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,heterosexual-or-straight,Heterosexual or straight,number,Number
89,c,20,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,bisexual,Bisexual,number,Number
174,b,19,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,dont-know-or-refuse,Don't know or refuse,number,Number
120,b,12,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,dont-know-or-refuse,Don't know or refuse,number,Number
18,c,5,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,other,Other,number,Number
12,d,7,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,other,Other,number,Number
38,c,8,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,gay-or-lesbian,Gay or lesbian,number,Number
24,c,6,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,other,Other,number,Number
24,c,6,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,other,Other,number,Number
21,c,6,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,bisexual,Bisexual,number,Number
102,b,14,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,dont-know-or-refuse,Don't know or refuse,number,Number
9,c,3,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,bisexual,Bisexual,number,Number
32,c,10,2015,2015,K02000001,United Kingdom,35-49,35-49,male,Male,other,Other,number,Number
25,c,6,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,other,Other,number,Number
39,c,8,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,bisexual,Bisexual,number,Number
141,b,14,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,dont-know-or-refuse,Don't know or refuse,number,Number
96.5,a,0.3,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.8,c,0.2,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,bisexual,Bisexual,percentage,Percentage
0.4,c,0.2,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,other,Other,percentage,Percentage
2.3,b,0.2,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
96.1,a,0.3,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.3,d,0.2,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,other,Other,percentage,Percentage
2,c,0.5,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,gay-or-lesbian,Gay or lesbian,percentage,Percentage
93.6,a,0.9,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
3.5,a,0.3,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
93.7,a,0.7,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.5,c,0.1,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,bisexual,Bisexual,percentage,Percentage
0.4,c,0.1,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,other,Other,percentage,Percentage
2.1,b,0.2,2015,2015,K02000001,United Kingdom,50-64,50-64,female,Female,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.4,c,0.1,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,other,Other,percentage,Percentage
5618,a,48,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,heterosexual-or-straight,Heterosexual or straight,number,Number
73,c,18,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,gay-or-lesbian,Gay or lesbian,number,Number
45,c,16,2015,2015,K02000001,United Kingdom,16-24,16-24,male,Male,bisexual,Bisexual,number,Number
30,c,6,2015,2015,K02000001,United Kingdom,65+,65+,male,Male,gay-or-lesbian,Gay or lesbian,number,Number
13,c,5,2015,2015,K02000001,United Kingdom,50-64,50-64,male,Male,bisexual,Bisexual,number,Number
19,c,7,2015,2015,K02000001,United Kingdom,25-34,25-34,male,Male,other,Other,number,Number
38,c,12,2015,2015,K02000001,United Kingdom,16-24,16-24,female,Female,gay-or-lesbian,Gay or lesbian,number,Number
42,c,9,2015,2015,K02000001,United Kingdom,25-34,25-34,female,Female,bisexual,Bisexual,number,Number
210,a,17,2015,2015,K02000001,United Kingdom,65+,65+,female,Female,dont-know-or-refuse,Don't know or refuse,number,Number
55,b,10,2015,2015,K02000001,United Kingdom,35-49,35-49,female,Female,gay-or-lesbian,Gay or lesbian,number,Number
