v4_3,Data Marking,CV,CI+/-,calendar-years,Time,administrative-geography,Geography,sexual-orientation,SexualOrientation,unit-of-measure,UnitOfMeasure
1.1,,c,0.3,2018,2018,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.2,,d,0.1,2016,2016,E12000001,North East,other,Other,percentage,Percentage
0.7,,d,0.3,2018,2018,E12000001,North East,bisexual,Bisexual,percentage,Percentage
1.3,,c,0.4,2019,2019,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000001,North East,other,Other,percentage,Percentage
1.7,,b,0.3,2014,2014,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.3,,d,0.1,2017,2017,E12000001,North East,other,Other,percentage,Percentage
2073,,a,11,2018,2018,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
14,,d,6,2018,2018,E12000001,North East,bisexual,Bisexual,number,Number
0.2,,d,0.2,2016,2016,E12000001,North East,bisexual,Bisexual,percentage,Percentage
26,,c,6,2019,2019,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
0.2,,d,0.1,2014,2014,E12000001,North East,bisexual,Bisexual,percentage,Percentage
1.2,,c,0.3,2015,2015,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
36,,b,6,2014,2014,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
6,,d,3,2019,2019,E12000001,North East,other,Other,number,Number
25,,c,7,2017,2017,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,bisexual,Bisexual,percentage,Percentage
23,,c,7,2018,2018,E12000001,North East,dont-know-or-refuse,Don't know or refuse,number,Number
2063,,a,13,2019,2019,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
96.1,,a,0.6,2019,2019,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.4,,d,0.2,2018,2018,E12000001,North East,other,Other,percentage,Percentage
26,,c,8,2016,2016,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
96.8,,a,0.5,2017,2017,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
7,,d,3,2017,2017,E12000001,North East,other,Other,number,Number
0.2,,d,0.1,2015,2015,E12000001,North East,other,Other,percentage,Percentage
1.4,,c,0.3,2017,2017,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
4,,d,2,2014,2014,E12000001,North East,other,Other,number,Number
4,,d,2,2015,2015,E12000001,North East,bisexual,Bisexual,number,Number
5,,d,3,2016,2016,E12000001,North East,other,Other,number,Number
6,,d,4,2017,2017,E12000001,North East,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
96.8,,a,0.4,2014,2014,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.2,,d,0.1,2014,2014,E12000001,North East,other,Other,percentage,Percentage
2055,,a,9,2014,2014,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,number,Number
23,,c,6,2014,2014,E12000001,North East,gay-or-lesbian,Gay or lesbian,number,Number
0.2,,d,0.1,2015,2015,E12000001,North East,bisexual,Bisexual,percentage,Percentage
96.7,,a,0.5,2018,2018,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.4,,b,0.3,2016,2016,E12000001,North East,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000001,North East,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2013,2013,E12000001,North East,bisexual,Bisexual,percentage,Percentage
0.3,,d,0.1,2019,2019,E12000001,North East,other,Other,percentage,Percentage
1.1,,c,0.3,2014,2014,E12000001,North East,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000009,South West,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000009,South West,dont-know-or-refuse,Don't know or refuse,number,Number
4178,,a,23,2014,2014,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,number,Number
4227,,a,21,2015,2015,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,number,Number
50,,c,11,2015,2015,E12000009,South West,gay-or-lesbian,Gay or lesbian,number,Number
39,,c,11,2016,2016,E12000009,South West,bisexual,Bisexual,number,Number
4285,,a,28,2019,2019,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000009,South West,other,Other,number,Number
55,,c,12,2016,2016,E12000009,South West,gay-or-lesbian,Gay or lesbian,number,Number
19,,c,7,2016,2016,E12000009,South West,other,Other,number,Number
4290,,a,26,2018,2018,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,number,Number
70,,c,15,2018,2018,E12000009,South West,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000009,South West,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000009,South West,bisexual,Bisexual,number,Number
21,,c,7,2014,2014,E12000009,South West,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000009,South West,gay-or-lesbian,Gay or lesbian,number,Number
4257,,a,22,2016,2016,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000009,South West,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000009,South West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
17,,c,6,2015,2015,E12000009,South West,other,Other,number,Number
1.6,,c,0.3,2018,2018,E12000009,South West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
89,,b,12,2016,2016,E12000009,South West,dont-know-or-refuse,Don't know or refuse,number,Number
71,,c,15,2017,2017,E12000009,South West,gay-or-lesbian,Gay or lesbian,number,Number
38,,c,10,2017,2017,E12000009,South West,bisexual,Bisexual,number,Number
47,,c,12,2019,2019,E12000009,South West,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,number,Number
120,,b,17,2014,2014,E12000009,South West,dont-know-or-refuse,Don't know or refuse,number,Number
21,,d,9,2017,2017,E12000009,South West,other,Other,number,Number
105,,b,18,2018,2018,E12000009,South West,dont-know-or-refuse,Don't know or refuse,number,Number
18,,d,7,2019,2019,E12000009,South West,other,Other,number,Number
,x,x,x,2013,2013,E12000009,South West,other,Other,percentage,Percentage
0.4,,c,0.2,2016,2016,E12000009,South West,other,Other,percentage,Percentage
95.5,,a,0.5,2016,2016,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000009,South West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000009,South West,bisexual,Bisexual,percentage,Percentage
1.1,,c,0.3,2014,2014,E12000009,South West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.4,,c,0.1,2014,2014,E12000009,South West,other,Other,percentage,Percentage
2.2,,b,0.3,2015,2015,E12000009,South West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000009,South West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.1,,c,0.3,2015,2015,E12000009,South West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.2,,c,0.3,2016,2016,E12000009,South West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
94.8,,a,0.5,2017,2017,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
19,,c,7,2018,2018,E12000009,South West,other,Other,number,Number
77,,c,21,2019,2019,E12000009,South West,gay-or-lesbian,Gay or lesbian,number,Number
0.5,,c,0.2,2014,2014,E12000009,South West,bisexual,Bisexual,percentage,Percentage
2.7,,b,0.4,2014,2014,E12000009,South West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
95.5,,a,0.5,2015,2015,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.8,,c,0.2,2015,2015,E12000009,South West,bisexual,Bisexual,percentage,Percentage
0.4,,c,0.1,2015,2015,E12000009,South West,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000009,South West,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000009,South West,other,Other,number,Number
17,,c,6,2014,2014,E12000009,South West,other,Other,number,Number
4259,,a,24,2017,2017,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,number,Number
28,,c,8,2018,2018,E12000009,South West,bisexual,Bisexual,number,Number
104,,b,15,2017,2017,E12000009,South West,dont-know-or-refuse,Don't know or refuse,number,Number
113,,b,15,2019,2019,E12000009,South West,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2,,b,0.3,2016,2016,E12000009,South West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.6,,c,0.2,2018,2018,E12000009,South West,bisexual,Bisexual,percentage,Percentage
1,,c,0.3,2019,2019,E12000009,South West,bisexual,Bisexual,percentage,Percentage
97,,b,13,2015,2015,E12000009,South West,dont-know-or-refuse,Don't know or refuse,number,Number
48,,c,12,2014,2014,E12000009,South West,gay-or-lesbian,Gay or lesbian,number,Number
1.6,,c,0.3,2017,2017,E12000009,South West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2.3,,b,0.3,2017,2017,E12000009,South West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
2.5,,b,0.3,2019,2019,E12000009,South West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
94.4,,a,0.6,2019,2019,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.8,,c,0.2,2017,2017,E12000009,South West,bisexual,Bisexual,percentage,Percentage
0.5,,d,0.2,2017,2017,E12000009,South West,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000009,South West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
95.3,,a,0.5,2014,2014,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.9,,c,0.3,2016,2016,E12000009,South West,bisexual,Bisexual,percentage,Percentage
34,,c,10,2015,2015,E12000009,South West,bisexual,Bisexual,number,Number
0.4,,c,0.2,2018,2018,E12000009,South West,other,Other,percentage,Percentage
2.3,,b,0.4,2018,2018,E12000009,South West,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
95.1,,a,0.6,2018,2018,E12000009,South West,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000009,South West,bisexual,Bisexual,percentage,Percentage
1.7,,c,0.5,2019,2019,E12000009,South West,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.4,,d,0.2,2019,2019,E12000009,South West,other,Other,percentage,Percentage
58,,c,12,2013,2013,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
1353,,a,15,2012,2012,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
8,,d,5,2012,2012,N92000002,Northern Ireland,other,Other,number,Number
11,,d,6,2013,2013,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
13,,d,8,2014,2014,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
13,,d,6,2014,2014,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
22,,c,7,2018,2018,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
2.1,,c,0.6,2016,2016,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.3,,c,0.5,2017,2017,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.4,,d,0.2,2018,2018,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
0.6,,d,0.2,2019,2019,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
1.6,,c,0.4,2019,2019,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1335,,a,16,2013,2013,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
1341,,a,17,2014,2014,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
95.3,,a,1,2012,2012,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
13,,d,8,2016,2016,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
6,,d,4,2013,2013,N92000002,Northern Ireland,other,Other,number,Number
12,,d,7,2015,2015,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
0.9,,d,0.5,2014,2014,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
97,,a,0.6,2018,2018,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
53,,c,12,2015,2015,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
0.6,,d,0.3,2012,2012,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
93.7,,a,1.1,2013,2013,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
5,,d,3,2016,2016,N92000002,Northern Ireland,other,Other,number,Number
6,,d,3,2018,2018,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
6,,d,3,2018,2018,N92000002,Northern Ireland,other,Other,number,Number
10,,d,4,2019,2019,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
64,,c,14,2014,2014,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
15,,d,6,2015,2015,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
14,,d,9,2017,2017,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
0.3,,d,0.2,2016,2016,N92000002,Northern Ireland,other,Other,percentage,Percentage
1,,d,0.6,2017,2017,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
96.8,,a,0.6,2019,2019,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.6,,d,0.3,2012,2012,N92000002,Northern Ireland,other,Other,percentage,Percentage
0.4,,d,0.3,2013,2013,N92000002,Northern Ireland,other,Other,percentage,Percentage
3.7,,c,0.8,2015,2015,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.8,,d,0.3,2016,2016,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
1.1,,d,0.4,2015,2015,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
0.3,,d,0.2,2017,2017,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
30,,c,9,2016,2016,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
11,,d,5,2016,2016,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
1416,,a,12,2017,2017,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
19,,c,7,2017,2017,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
11,,d,5,2018,2018,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
0.9,,d,0.4,2014,2014,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
3,,c,0.8,2012,2012,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
93.5,,a,1.2,2014,2014,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.8,,d,0.5,2013,2013,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,d,0.2,2014,2014,N92000002,Northern Ireland,other,Other,percentage,Percentage
94.1,,a,1.1,2015,2015,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.8,,d,0.5,2015,2015,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
9,,d,4,2012,2012,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
5,,d,3,2015,2015,N92000002,Northern Ireland,other,Other,number,Number
5,,d,3,2017,2017,N92000002,Northern Ireland,other,Other,number,Number
9,,d,4,2019,2019,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
5,,d,3,2019,2019,N92000002,Northern Ireland,other,Other,number,Number
1392,,a,13,2016,2016,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
1423,,a,9,2019,2019,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
0.4,,d,0.2,2019,2019,N92000002,Northern Ireland,other,Other,percentage,Percentage
0.5,,d,0.4,2012,2012,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
4,,c,0.9,2013,2013,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
4,,d,3,2017,2017,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
4,,d,2,2014,2014,N92000002,Northern Ireland,other,Other,number,Number
1359,,a,16,2015,2015,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
8,,d,6,2012,2012,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
1419,,a,10,2018,2018,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
1.5,,c,0.5,2018,2018,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.3,,d,0.2,2017,2017,N92000002,Northern Ireland,other,Other,percentage,Percentage
0.8,,d,0.3,2018,2018,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.1,,d,0.5,2013,2013,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
42,,c,12,2012,2012,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
4.4,,c,1,2014,2014,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
16,,d,7,2013,2013,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
0.3,,d,0.2,2015,2015,N92000002,Northern Ireland,other,Other,percentage,Percentage
95.9,,a,0.9,2016,2016,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.9,,d,0.6,2016,2016,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
97.1,,a,0.8,2017,2017,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
23,,c,6,2019,2019,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
0.4,,d,0.2,2018,2018,N92000002,Northern Ireland,other,Other,percentage,Percentage
0.7,,d,0.3,2019,2019,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000006,East of England,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,number,Number
4615,,a,25,2014,2014,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,number,Number
39,,c,12,2017,2017,E12000006,East of England,gay-or-lesbian,Gay or lesbian,number,Number
0.8,,c,0.2,2017,2017,E12000006,East of England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.5,,c,0.2,2018,2018,E12000006,East of England,other,Other,percentage,Percentage
95.5,,a,0.7,2019,2019,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.8,,c,0.4,2019,2019,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
48,,c,17,2019,2019,E12000006,East of England,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000006,East of England,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000006,East of England,other,Other,number,Number
,x,x,x,2012,2012,E12000006,East of England,gay-or-lesbian,Gay or lesbian,number,Number
96.1,,a,0.5,2014,2014,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2013,2013,E12000006,East of England,bisexual,Bisexual,number,Number
1,,c,0.3,2019,2019,E12000006,East of England,bisexual,Bisexual,percentage,Percentage
22,,c,7,2014,2014,E12000006,East of England,other,Other,number,Number
104,,c,21,2016,2016,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,number,Number
94,,b,15,2014,2014,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,number,Number
105,,b,18,2015,2015,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000006,East of England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
25,,d,10,2015,2015,E12000006,East of England,bisexual,Bisexual,number,Number
45,,c,10,2016,2016,E12000006,East of England,other,Other,number,Number
24,,c,8,2018,2018,E12000006,East of England,other,Other,number,Number
58,,c,17,2019,2019,E12000006,East of England,gay-or-lesbian,Gay or lesbian,number,Number
49,,c,11,2017,2017,E12000006,East of England,other,Other,number,Number
1,,c,0.2,2017,2017,E12000006,East of England,other,Other,percentage,Percentage
95.9,,a,0.6,2017,2017,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.1,,c,0.3,2018,2018,E12000006,East of England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1,,c,0.4,2018,2018,E12000006,East of England,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.7,,c,0.2,2015,2015,E12000006,East of England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2.2,,b,0.4,2015,2015,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
95.7,,a,0.6,2016,2016,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.6,,c,0.2,2016,2016,E12000006,East of England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.6,,d,0.2,2016,2016,E12000006,East of England,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2,,b,0.3,2014,2014,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.6,,c,0.4,2017,2017,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000006,East of England,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
28,,d,12,2016,2016,E12000006,East of England,bisexual,Bisexual,number,Number
77,,c,17,2017,2017,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,number,Number
53,,c,15,2018,2018,E12000006,East of England,gay-or-lesbian,Gay or lesbian,number,Number
4751,,a,33,2019,2019,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,number,Number
0.5,,d,0.2,2015,2015,E12000006,East of England,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,E12000006,East of England,other,Other,number,Number
4709,,a,27,2017,2017,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,number,Number
33,,d,13,2017,2017,E12000006,East of England,bisexual,Bisexual,number,Number
49,,c,18,2018,2018,E12000006,East of England,bisexual,Bisexual,number,Number
4751,,a,29,2018,2018,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,number,Number
27,,d,13,2019,2019,E12000006,East of England,other,Other,number,Number
,x,x,x,2012,2012,E12000006,East of England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.9,,c,0.2,2016,2016,E12000006,East of England,other,Other,percentage,Percentage
0.7,,d,0.3,2017,2017,E12000006,East of England,bisexual,Bisexual,percentage,Percentage
1.4,,c,0.3,2018,2018,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
46,,c,13,2014,2014,E12000006,East of England,gay-or-lesbian,Gay or lesbian,number,Number
34,,c,8,2015,2015,E12000006,East of England,other,Other,number,Number
,x,x,x,2012,2012,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,number,Number
33,,c,11,2015,2015,E12000006,East of England,gay-or-lesbian,Gay or lesbian,number,Number
4674,,a,28,2016,2016,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,number,Number
31,,c,10,2016,2016,E12000006,East of England,gay-or-lesbian,Gay or lesbian,number,Number
68,,c,17,2018,2018,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,number,Number
0.5,,d,0.3,2019,2019,E12000006,East of England,other,Other,percentage,Percentage
1,,c,0.3,2014,2014,E12000006,East of England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.6,,d,0.2,2014,2014,E12000006,East of England,bisexual,Bisexual,percentage,Percentage
0.7,,c,0.2,2015,2015,E12000006,East of England,other,Other,percentage,Percentage
2.1,,c,0.4,2016,2016,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.5,,c,0.1,2014,2014,E12000006,East of England,other,Other,percentage,Percentage
,x,x,x,2013,2013,E12000006,East of England,other,Other,percentage,Percentage
4650,,a,25,2015,2015,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,number,Number
27,,d,11,2014,2014,E12000006,East of England,bisexual,Bisexual,number,Number
95.9,,a,0.5,2015,2015,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
96.1,,a,0.6,2018,2018,E12000006,East of England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
91,,c,21,2019,2019,E12000006,East of England,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000006,East of England,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,E12000006,East of England,other,Other,percentage,Percentage
1.2,,c,0.4,2019,2019,E12000006,East of England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
30,,c,9,2015,2015,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
31,,c,9,2015,2015,E12000005,West Midlands,bisexual,Bisexual,number,Number
68,,c,16,2019,2019,E12000005,West Midlands,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,other,Other,number,Number
34,,c,11,2014,2014,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
30,,c,8,2016,2016,E12000005,West Midlands,bisexual,Bisexual,number,Number
1.2,,c,0.3,2019,2019,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
4326,,a,24,2014,2014,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
22,,c,7,2014,2014,E12000005,West Midlands,bisexual,Bisexual,number,Number
