v4_3,Data Marking,CV,CI+/-,calendar-years,Time,administrative-geography,Geography,sexual-orientation,SexualOrientation,unit-of-measure,UnitOfMeasure
0.3,,d,0.2,2014,2014,N92000002,Northern Ireland,other,Other,percentage,Percentage
12,,d,7,2015,2015,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
11,,d,5,2016,2016,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
1.1,,d,0.5,2013,2013,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
2.1,,c,0.6,2016,2016,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.6,,d,0.2,2019,2019,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
42,,c,12,2012,2012,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
27,,d,11,2020,2020,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,number,Number
11,,d,6,2013,2013,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,number,Number
1341,,a,17,2014,2014,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
0.6,,d,0.3,2012,2012,N92000002,Northern Ireland,bisexual,Bisexual,percentage,Percentage
3,,c,0.8,2012,2012,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.3,,d,0.2,2016,2016,N92000002,Northern Ireland,other,Other,percentage,Percentage
4.4,,c,1,2014,2014,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
6,,d,3,2018,2018,N92000002,Northern Ireland,other,Other,number,Number
1392,,a,13,2016,2016,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
1419,,a,10,2018,2018,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
5,,d,3,2017,2017,N92000002,Northern Ireland,other,Other,number,Number
0.9,,d,0.6,2016,2016,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
97.1,,a,0.8,2017,2017,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1353,,a,15,2012,2012,N92000002,Northern Ireland,heterosexual-or-straight,Heterosexual or straight,number,Number
9,,d,4,2012,2012,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
16,,d,7,2013,2013,N92000002,Northern Ireland,bisexual,Bisexual,number,Number
0.9,,d,0.5,2014,2014,N92000002,Northern Ireland,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,d,0.2,2015,2015,N92000002,Northern Ireland,other,Other,percentage,Percentage
3.7,,c,0.8,2015,2015,N92000002,Northern Ireland,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
1157,,a,54,2015,2015,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
244,,b,25,2016,2016,E92000001,England,other,Other,number,Number
502,,a,47,2019,2019,E92000001,England,bisexual,Bisexual,number,Number
94.8,,a,0.2,2016,2016,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.4,,a,0.1,2017,2017,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1093,,a,58,2017,2017,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
383,,b,39,2018,2018,E92000001,England,bisexual,Bisexual,number,Number
0.8,,b,0.1,2017,2017,E92000001,England,bisexual,Bisexual,percentage,Percentage
95.1,,a,0.2,2015,2015,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.2,,a,0.1,2015,2015,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2.6,,a,0.1,2016,2016,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,other,Other,number,Number
,x,x,x,2013,2013,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E92000001,England,bisexual,Bisexual,number,Number
718,,a,61,2019,2019,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
1295,,a,88,2020,2020,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
1.3,,a,0.1,2016,2016,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
239,,b,26,2014,2014,E92000001,England,bisexual,Bisexual,number,Number
1247,,a,55,2014,2014,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
94.7,,a,0.2,2017,2017,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2013,2013,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.6,,b,0.1,2014,2014,E92000001,England,bisexual,Bisexual,percentage,Percentage
41793,,a,85,2016,2016,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
93.3,,a,0.2,2019,2019,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.6,,b,0.1,2015,2015,E92000001,England,bisexual,Bisexual,percentage,Percentage
93.3,,a,0.3,2020,2020,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.6,,b,0.1,2018,2018,E92000001,England,other,Other,percentage,Percentage
1.6,,a,0.1,2019,2019,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2.9,,a,0.2,2020,2020,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
139,,b,17,2014,2014,E92000001,England,other,Other,number,Number
487,,a,37,2014,2014,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
41595,,a,76,2015,2015,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
1157,,a,57,2016,2016,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E92000001,England,bisexual,Bisexual,number,Number
41252,,a,73,2014,2014,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
175,,b,20,2015,2015,E92000001,England,other,Other,number,Number
553,,a,42,2016,2016,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
344,,b,35,2017,2017,E92000001,England,bisexual,Bisexual,number,Number
41812,,a,108,2019,2019,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
306,,b,34,2019,2019,E92000001,England,other,Other,number,Number
825,,a,68,2020,2020,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
2.8,,a,0.1,2018,2018,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,other,Other,percentage,Percentage
2.6,,a,0.1,2015,2015,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.6,,b,0.1,2017,2017,E92000001,England,other,Other,percentage,Percentage
284,,b,31,2015,2015,E92000001,England,bisexual,Bisexual,number,Number
41987,,a,86,2017,2017,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
598,,b,69,2020,2020,E92000001,England,bisexual,Bisexual,number,Number
1472,,a,74,2019,2019,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
0.4,,b,0,2015,2015,E92000001,England,other,Other,percentage,Percentage
0.8,,b,0.1,2016,2016,E92000001,England,bisexual,Bisexual,percentage,Percentage
1.1,,a,0.1,2014,2014,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.9,,b,0.1,2018,2018,E92000001,England,bisexual,Bisexual,percentage,Percentage
3.3,,a,0.2,2019,2019,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
262,,b,28,2018,2018,E92000001,England,other,Other,number,Number
1231,,a,66,2018,2018,E92000001,England,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.7,,b,0.1,2019,2019,E92000001,England,other,Other,percentage,Percentage
,x,x,x,2013,2013,E92000001,England,other,Other,percentage,Percentage
95.1,,a,0.2,2014,2014,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
41990,,a,132,2020,2020,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.3,,b,0,2014,2014,E92000001,England,other,Other,percentage,Percentage
515,,a,39,2015,2015,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
1.3,,b,0.2,2020,2020,E92000001,England,bisexual,Bisexual,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,bisexual,Bisexual,percentage,Percentage
2.9,,a,0.1,2014,2014,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
331,,b,43,2016,2016,E92000001,England,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E92000001,England,bisexual,Bisexual,percentage,Percentage
0.6,,b,0.1,2020,2020,E92000001,England,other,Other,percentage,Percentage
,x,x,x,2012,2012,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E92000001,England,other,Other,number,Number
286,,b,41,2020,2020,E92000001,England,other,Other,number,Number
628,,a,51,2018,2018,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
2.5,,a,0.1,2017,2017,E92000001,England,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
94.4,,a,0.2,2018,2018,E92000001,England,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
607,,a,46,2017,2017,E92000001,England,gay-or-lesbian,Gay or lesbian,number,Number
284,,b,28,2017,2017,E92000001,England,other,Other,number,Number
42063,,a,94,2018,2018,E92000001,England,heterosexual-or-straight,Heterosexual or straight,number,Number
0.6,,b,0.1,2016,2016,E92000001,England,other,Other,percentage,Percentage
1.4,,a,0.1,2018,2018,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.1,,a,0.1,2019,2019,E92000001,England,bisexual,Bisexual,percentage,Percentage
1.8,,a,0.2,2020,2020,E92000001,England,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2012,2012,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
59,,c,18,2020,2020,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
23,,d,10,2020,2020,E12000004,East Midlands,other,Other,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,other,Other,number,Number
15,,c,5,2014,2014,E12000004,East Midlands,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
38,,c,11,2017,2017,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
0.8,,c,0.3,2014,2014,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
34,,c,9,2016,2016,E12000004,East Midlands,other,Other,number,Number
0.2,,d,0.1,2014,2014,E12000004,East Midlands,other,Other,percentage,Percentage
95.5,,a,0.6,2015,2015,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.2,,c,0.5,2018,2018,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.6,,d,0.3,2020,2020,E12000004,East Midlands,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000004,East Midlands,bisexual,Bisexual,number,Number
23,,d,9,2016,2016,E12000004,East Midlands,bisexual,Bisexual,number,Number
28,,c,9,2018,2018,E12000004,East Midlands,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
3576,,a,20,2014,2014,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
31,,c,10,2014,2014,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
95,,b,15,2014,2014,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
94.5,,a,0.7,2017,2017,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
19,,d,8,2015,2015,E12000004,East Midlands,bisexual,Bisexual,number,Number
33,,c,12,2017,2017,E12000004,East Midlands,bisexual,Bisexual,number,Number
20,,d,9,2015,2015,E12000004,East Midlands,other,Other,number,Number
1.4,,c,0.4,2018,2018,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
3663,,a,34,2020,2020,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
0.9,,c,0.3,2019,2019,E12000004,East Midlands,other,Other,percentage,Percentage
0.9,,c,0.2,2016,2016,E12000004,East Midlands,other,Other,percentage,Percentage
3,,b,0.5,2016,2016,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1,,c,0.3,2017,2017,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.9,,c,0.3,2017,2017,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
2.5,,c,0.5,2017,2017,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.9,,c,0.5,2020,2020,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
3586,,a,25,2016,2016,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
37,,c,11,2016,2016,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
55,,c,14,2018,2018,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
47,,c,12,2018,2018,E12000004,East Midlands,other,Other,number,Number
86,,c,17,2018,2018,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
3612,,a,30,2019,2019,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
94.3,,a,0.7,2018,2018,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.8,,c,0.5,2019,2019,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,other,Other,number,Number
7,,d,4,2014,2014,E12000004,East Midlands,other,Other,number,Number
35,,c,11,2015,2015,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
3618,,a,27,2018,2018,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
0.5,,d,0.2,2015,2015,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
1.5,,c,0.5,2020,2020,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.2,,c,0.3,2017,2017,E12000004,East Midlands,other,Other,percentage,Percentage
1.2,,c,0.3,2018,2018,E12000004,East Midlands,other,Other,percentage,Percentage
93.7,,a,0.8,2019,2019,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
95,,c,19,2017,2017,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2012,2012,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
1,,c,0.3,2016,2016,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
70,,c,19,2019,2019,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,number,Number
0.4,,c,0.1,2014,2014,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
0.9,,c,0.3,2015,2015,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
33,,c,10,2019,2019,E12000004,East Midlands,other,Other,number,Number
106,,b,18,2019,2019,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
0.5,,d,0.2,2015,2015,E12000004,East Midlands,other,Other,percentage,Percentage
2.5,,b,0.4,2014,2014,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
3588,,a,23,2015,2015,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
114,,b,18,2016,2016,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
1.3,,c,0.5,2020,2020,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
50,,c,20,2020,2020,E12000004,East Midlands,bisexual,Bisexual,number,Number
96,,b,16,2015,2015,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.9,,c,0.3,2019,2019,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
94.5,,a,0.6,2016,2016,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.8,,b,0.5,2019,2019,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,bisexual,Bisexual,number,Number
74,,c,19,2020,2020,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
3615,,a,27,2017,2017,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
46,,c,11,2017,2017,E12000004,East Midlands,other,Other,number,Number
33,,c,10,2019,2019,E12000004,East Midlands,bisexual,Bisexual,number,Number
0.7,,c,0.2,2018,2018,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
0.6,,d,0.2,2016,2016,E12000004,East Midlands,bisexual,Bisexual,percentage,Percentage
94.6,,a,0.9,2020,2020,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000004,East Midlands,other,Other,percentage,Percentage
,x,x,x,2012,2012,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000004,East Midlands,other,Other,percentage,Percentage
,x,x,x,2013,2013,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
96,,a,0.5,2014,2014,E12000004,East Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.6,,b,0.4,2015,2015,E12000004,East Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2013,2013,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
95.4,,a,0.5,2014,2014,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
22,,c,7,2014,2014,E12000005,West Midlands,bisexual,Bisexual,number,Number
4326,,a,24,2014,2014,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
12,,d,5,2014,2014,E12000005,West Midlands,other,Other,number,Number
42,,c,13,2016,2016,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
4401,,a,28,2017,2017,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
51,,c,15,2017,2017,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
40,,c,10,2017,2017,E12000005,West Midlands,other,Other,number,Number
2.2,,b,0.4,2016,2016,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
62,,c,15,2018,2018,E12000005,West Midlands,bisexual,Bisexual,number,Number
0.9,,c,0.2,2018,2018,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.7,,c,0.2,2018,2018,E12000005,West Midlands,other,Other,percentage,Percentage
141,,b,21,2014,2014,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
15,,d,6,2015,2015,E12000005,West Midlands,other,Other,number,Number
100,,b,17,2016,2016,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
4413,,a,28,2018,2018,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
23,,c,8,2019,2019,E12000005,West Midlands,other,Other,number,Number
,x,x,x,2013,2013,E12000005,West Midlands,other,Other,number,Number
0.7,,c,0.2,2016,2016,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
4386,,a,22,2015,2015,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
0.5,,c,0.2,2016,2016,E12000005,West Midlands,other,Other,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,other,Other,percentage,Percentage
4442,,a,50,2020,2020,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
0.7,,c,0.2,2015,2015,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
1.2,,c,0.3,2019,2019,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
2.3,,b,0.4,2015,2015,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
94.7,,a,0.6,2017,2017,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
2.1,,d,0.9,2020,2020,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
34,,c,11,2014,2014,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
30,,c,9,2015,2015,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
4414,,a,23,2016,2016,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2013,2013,E12000005,West Midlands,bisexual,Bisexual,number,Number
44,,c,11,2018,2018,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
2.3,,b,0.4,2018,2018,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
105,,b,17,2015,2015,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
51,,c,13,2017,2017,E12000005,West Midlands,bisexual,Bisexual,number,Number
107,,b,19,2018,2018,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
138,,c,28,2019,2019,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
2.9,,c,0.6,2019,2019,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
0.5,,c,0.2,2014,2014,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
3.1,,b,0.5,2014,2014,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
1.5,,c,0.3,2019,2019,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
1.3,,c,0.5,2020,2020,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
104,,b,18,2017,2017,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
55,,c,13,2019,2019,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
68,,c,16,2019,2019,E12000005,West Midlands,bisexual,Bisexual,number,Number
,x,x,x,2013,2013,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
70,,c,18,2020,2020,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
4398,,a,34,2019,2019,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
0.9,,c,0.3,2016,2016,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.8,,c,0.2,2014,2014,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
30,,c,8,2016,2016,E12000005,West Midlands,bisexual,Bisexual,number,Number
0.9,,c,0.2,2017,2017,E12000005,West Midlands,other,Other,percentage,Percentage
2.2,,b,0.4,2017,2017,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2012,2012,E12000005,West Midlands,other,Other,percentage,Percentage
0.3,,d,0.1,2014,2014,E12000005,West Midlands,other,Other,percentage,Percentage
31,,c,9,2015,2015,E12000005,West Midlands,bisexual,Bisexual,number,Number
24,,c,7,2016,2016,E12000005,West Midlands,other,Other,number,Number
31,,c,9,2018,2018,E12000005,West Midlands,other,Other,number,Number
59,,c,23,2020,2020,E12000005,West Midlands,bisexual,Bisexual,number,Number
98,,d,43,2020,2020,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
95.7,,a,0.5,2016,2016,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
1.3,,c,0.3,2018,2018,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
0.5,,c,0.2,2019,2019,E12000005,West Midlands,other,Other,percentage,Percentage
1.5,,c,0.4,2020,2020,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.6,,d,0.3,2020,2020,E12000005,West Midlands,other,Other,percentage,Percentage
94.5,,a,1,2020,2020,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,number,Number
29,,d,14,2020,2020,E12000005,West Midlands,other,Other,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
1.1,,c,0.3,2017,2017,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
1.1,,c,0.3,2017,2017,E12000005,West Midlands,bisexual,Bisexual,percentage,Percentage
94.8,,a,0.6,2018,2018,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
93.9,,a,0.7,2019,2019,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000005,West Midlands,bisexual,Bisexual,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,percentage,Percentage
,x,x,x,2013,2013,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
,x,x,x,2012,2012,E12000005,West Midlands,dont-know-or-refuse,Don't know or refuse,number,Number
,x,x,x,2013,2013,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,number,Number
,x,x,x,2012,2012,E12000005,West Midlands,other,Other,number,Number
96,,a,0.5,2015,2015,E12000005,West Midlands,heterosexual-or-straight,Heterosexual or straight,percentage,Percentage
0.7,,c,0.2,2015,2015,E12000005,West Midlands,gay-or-lesbian,Gay or lesbian,percentage,Percentage
0.3,,d,0.1,2015,2015,E12000005,West Midlands,other,Other,percentage,Percentage
,x,x,x,2012,2012,K02000001,United Kingdom,gay-or-lesbian,Gay or lesbian,number,Number
